"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","lng","lat","formation","geological_group","member","lithdescript","lithology1","lithification1","minor_lithology1","lithology2","lithification2","minor_lithology2","environment","tectonic_setting","geology_comments"
"1615098","occ","","","46123","Osteichthyes indet.","class","","","Osteichthyes","class","34881","Middle Campanian","Late Campanian","83.6","72.2","12304","Chordata","Osteichthyes","","","","-109.000000","47.898609","Judith River","Montana","Coal Ridge","","not reported","","","","","","terrestrial indet.","",""
"1615099","occ","","","46123","Testudinata indet.","unranked clade","","","Testudinata","unranked clade","106739","Middle Campanian","Late Campanian","83.6","72.2","12304","Chordata","Reptilia","Testudinata","","","-109.000000","47.898609","Judith River","Montana","Coal Ridge","","not reported","","","","","","terrestrial indet.","",""
"1615100","occ","","","46123","Crocodylia indet.","unranked clade","38309","","Crocodylia","unranked clade","36582","Middle Campanian","Late Campanian","83.6","72.2","12304","Chordata","Reptilia","Crocodylia","","","-109.000000","47.898609","Judith River","Montana","Coal Ridge","","not reported","","","","","","terrestrial indet.","",""
"1615101","occ","","","228491","Triceratops sp.","genus","","","Triceratops","genus","38862","Maastrichtian","","72.2","66","12304","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops","-107.115555","47.546665","Hell Creek","","","""a peculiar joint clay of a bluish color""","claystone","","","","","","terrestrial indet.","",""
"1615935","occ","","","228663","Dinosauria indet.","unranked clade","90099","","Dinosauria","unranked clade","52775","Campanian","","83.6","72.2","83430","Chordata","Reptilia","","","","-110.699997","45.650002","Miner Creek","Livingston","","","not reported","","","","","","terrestrial indet.","",""
"1616512","occ","","","228798","Ceratodus nirumbee n. sp.","species","","","Ceratodus nirumbee","species","366090","Albian","","113.2","100.5","83588","Chordata","Osteichthyes","NO_ORDER_SPECIFIED","Ceratodontidae","Ceratodus","-108.737000","45.526001","Cloverly","","","","not reported","","","","","","terrestrial indet.","",""
"1616513","occ","","","23502","Ceratodus frazieri","species","","","Ceratodus frazieri","species","57680","Middle Albian","Early Cenomanian","110.1","93.9","83588","Chordata","Osteichthyes","NO_ORDER_SPECIFIED","Ceratodontidae","Ceratodus","-106.900002","45.099998","Cloverly","","Himes","","not reported","","","","","","terrestrial indet.","",""
"1619787","occ","","","229083","Boremys sp.","genus","","","Boremys","genus","37638","Late Maastrichtian","","72.2","66","83817","Chordata","Reptilia","Testudinata","Baenidae","Boremys","-106.099998","47.799999","Hell Creek","","","Fossils at Bug Creek Anthills locality V-1994096 occur in abundance as disarticulated elements within a pebble conglomerate, which is composed of clay–mud clasts with a light brown to tan sandstone matrix. The fossiliferous conglomerate–sandstone is scoured into a grey sandstone with red–brown ironstone lenses. Conglomerate is exposed along the north-facing side of a prairie-capped flat area, 0.6–1.5 m (2–5 ft) below the prairie cap.","conglomerate","","","","","","coarse channel fill","","As in many terrestrial microvertebrate localities formed by fluvial regimes, the majority of bone material at Bug Creek is concentrated into lags in channel facies and abrupt faunal and floral changes in these strata may be, at least in part, artefacts of the depositional system"
"1621393","occ","","","229345","Daspletosaurus wilsoni n. sp.","species","","","Daspletosaurus wilsoni","species","468710","Middle Campanian","","83.6","72.2","83914","Chordata","Reptilia","NO_ORDER_SPECIFIED","Tyrannosauridae","Daspletosaurus","-106.869446","48.406113","Judith River","Montana","","","not reported","","","","","","delta plain","","distal floodplain and delta sediments"
"1621761","occ","","","229407","Deinonychus antirrhopus","species","","","Deinonychus antirrhopus","species","54555","Late Aptian","Early Albian","119.57","110.1","83957","Chordata","Reptilia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","-109.564201","46.332401","Cloverly","","","""a sedimentary layer comprising calcitic elements and some detrital material, originally interpreted by the collector as being volcanic ash"" (but determined later not to be an ash); ""a lime mud with a silica content of approximately 7%""","lime mudstone","","","","","","terrestrial indet.","",""
"1621762","occ","","","229407","Tenontosaurus tilletti","species","","","Tenontosaurus tilletti","species","52887","Late Aptian","Early Albian","119.57","110.1","83957","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","-109.564201","46.332401","Cloverly","","","""a sedimentary layer comprising calcitic elements and some detrital material, originally interpreted by the collector as being volcanic ash"" (but determined later not to be an ash); ""a lime mud with a silica content of approximately 7%""","lime mudstone","","","","","","terrestrial indet.","",""
"1624364","occ","","","229841","Plesiobaena antiqua","species","67312","","Plesiobaena antiqua","species","65792","Late Maastrichtian","","72.2","66","84292","Chordata","Reptilia","Testudinata","Baenidae","Plesiobaena","-107.262222","47.867779","Judith River","","","","mudstone","","","","","","fluvial indet.","",""
"1624380","occ","","","229843","Dinosauria indet.","unranked clade","91968","","Dinosauria","unranked clade","52775","Coniacian","Early Santonian","89.8","83.6","84297","Chordata","Reptilia","","","","-112.432503","44.505554","Frontier","","Upper","""The uppermost Frontier Formation is overall coarser and can be characterized by limestone conglomerates derived from exhumation and erosion of older middle-to-late Jurassic and Cretaceous rock units...Lithofacies exposed at MC are fine-grained and rich in calcareous detritus. Green volcanoclastic sandstones are also exposed there, although no porcellanitic bed are reported at the site.""","conglomerate","","calcareous","","","","terrestrial indet.","foreland basin",""
"1624381","occ","","","229844","Dinosauria indet.","unranked clade","91968","","Dinosauria","unranked clade","52775","Coniacian","","89.8","85.7","84297","Chordata","Reptilia","","","","-112.158607","44.593056","Frontier","","","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""","sandstone","","","siltstone","","","terrestrial indet.","foreland basin",""
"1624382","occ","","","229845","Dinosauria indet.","unranked clade","91968","","Dinosauria","unranked clade","52775","Coniacian","","89.8","85.7","84297","Chordata","Reptilia","","","","-112.143890","44.587502","Frontier","","","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""","sandstone","","","siltstone","","","terrestrial indet.","foreland basin",""
"1624383","occ","","","229845","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Coniacian","","89.8","85.7","84297","Chordata","Ornithischia","","","","-112.143890","44.587502","Frontier","","","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""","sandstone","","","siltstone","","","terrestrial indet.","foreland basin",""
"1624384","occ","","","229846","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Coniacian","","89.8","85.7","84392","Chordata","Reptilia","","","","-112.124725","44.581669","Frontier","","","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""\r\n""The track-bearing horizon herein described consists of a 20 cm thick, fine-grained, cross-bedded sandstone, extending laterally about 15 m.""","sandstone","lithified","","siltstone","","","alluvial fan","foreland basin",""
"1624385","occ","","","229846","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Coniacian","","89.8","85.7","84392","Chordata","Ornithischia","","","","-112.124725","44.581669","Frontier","","","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""\r\n""The track-bearing horizon herein described consists of a 20 cm thick, fine-grained, cross-bedded sandstone, extending laterally about 15 m.""","sandstone","lithified","","siltstone","","","alluvial fan","foreland basin",""
"1624386","occ","40674","","229846","Ankylosauria indet.","unranked clade","147920","","Ankylosauria","unranked clade","38816","Coniacian","","89.8","85.7","84297","Chordata","Ornithischia","","","","-112.124725","44.581669","Frontier","","","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""\r\n""The track-bearing horizon herein described consists of a 20 cm thick, fine-grained, cross-bedded sandstone, extending laterally about 15 m.""","sandstone","lithified","","siltstone","","","alluvial fan","foreland basin",""
"1624387","occ","","","229846","Dinosauria indet.","unranked clade","91968","","Dinosauria","unranked clade","52775","Coniacian","","89.8","85.7","84392","Chordata","Reptilia","","","","-112.124725","44.581669","Frontier","","","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""\r\n""The track-bearing horizon herein described consists of a 20 cm thick, fine-grained, cross-bedded sandstone, extending laterally about 15 m.""","sandstone","lithified","","siltstone","","","alluvial fan","foreland basin",""
"1624388","occ","","","229847","Dinosauria indet.","unranked clade","91968","","Dinosauria","unranked clade","52775","Coniacian","","89.8","85.7","84297","Chordata","Reptilia","","","","-112.131943","44.588890","Frontier","","","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""","sandstone","","","siltstone","","","terrestrial indet.","foreland basin",""
"1624389","occ","","","229847","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Coniacian","","89.8","85.7","84297","Chordata","Ornithischia","","","","-112.131943","44.588890","Frontier","","","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""","sandstone","","","siltstone","","","terrestrial indet.","foreland basin",""
"1624390","occ","","","229848","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Coniacian","","89.8","85.7","84297","Chordata","Ornithischia","","","","-112.135834","44.586666","Frontier","","","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""","sandstone","","","siltstone","","","terrestrial indet.","foreland basin",""
"1624391","occ","","","229848","Ankylosauria indet.","unranked clade","147920","","Ankylosauria","unranked clade","38816","Coniacian","","89.8","85.7","84297","Chordata","Ornithischia","","","","-112.135834","44.586666","Frontier","","","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""","sandstone","","","siltstone","","","terrestrial indet.","foreland basin",""
"1624392","occ","41140","","229848","Hadrosauriformes indet.","unranked clade","","","Hadrosauriformes","unranked clade","71778","Coniacian","","89.8","85.7","85784","Chordata","Ornithischia","","","","-112.135834","44.586666","Frontier","","","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""","sandstone","","","siltstone","","","terrestrial indet.","foreland basin",""
"1624393","occ","","","229849","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Coniacian","","89.8","85.7","84297","Chordata","Ornithischia","","","","-112.001663","44.837223","Frontier","","Upper","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""","sandstone","","","siltstone","","","terrestrial indet.","foreland basin",""
"1624394","occ","","","229850","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Coniacian","","89.8","85.7","84297","Chordata","Ornithischia","","","","-111.995834","44.860558","Frontier","","Upper","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""","sandstone","","","siltstone","","","terrestrial indet.","foreland basin",""
"1624395","occ","","","229851","Dinosauria indet.","unranked clade","91968","","Dinosauria","unranked clade","52775","Coniacian","","89.8","85.7","84297","Chordata","Reptilia","","","","-111.996666","44.848331","Frontier","","Upper","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""","sandstone","","","siltstone","","","terrestrial indet.","foreland basin",""
"1624396","occ","","","229851","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Coniacian","","89.8","85.7","84297","Chordata","Ornithischia","","","","-111.996666","44.848331","Frontier","","Upper","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""","sandstone","","","siltstone","","","terrestrial indet.","foreland basin",""
"1624397","occ","","","229852","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Coniacian","","89.8","85.7","84297","Chordata","Ornithischia","","","","-112.003059","44.901112","Frontier","","Upper","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""","sandstone","","","siltstone","","","terrestrial indet.","foreland basin",""
"1624398","occ","","","229852","Dinosauria indet.","unranked clade","91968","","Dinosauria","unranked clade","52775","Coniacian","","89.8","85.7","84297","Chordata","Reptilia","","","","-112.003059","44.901112","Frontier","","Upper","""Conglomerates are rare at the WCM and URR localities where the successions are dominated by fine-to-medium grained, cross-bedded sandstones, ripple-laminated siltstones, and mudstones. Medium-to-coarse grained, trough-crossed bedded and ripple-laminated sandstones form relatively thin and extensive channel bodies isolated by thick sets of fine-grained, overbank lithofacies""","sandstone","","","siltstone","","","terrestrial indet.","foreland basin",""
"1625081","occ","","","23502","Deinonychus antirrhopus","species","","","Deinonychus antirrhopus","species","54555","Middle Albian","Early Cenomanian","110.1","93.9","84518","Chordata","Reptilia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","-106.900002","45.099998","Cloverly","","Himes","","not reported","","","","","","terrestrial indet.","",""
"1625082","occ","","","23502","Goniopholididae indet.","family","","","Goniopholididae","family","56415","Middle Albian","Early Cenomanian","110.1","93.9","84518","Chordata","Reptilia","NO_ORDER_SPECIFIED","Goniopholididae","","-106.900002","45.099998","Cloverly","","Himes","","not reported","","","","","","terrestrial indet.","",""
"1625921","occ","","","230093","Platytholus clemensi n. gen. n. sp.","species","","","Platytholus clemensi","species","471622","Late Maastrichtian","","72.2","66","84639","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Pachycephalosauridae","Platytholus","-107.183334","47.683334","Hell Creek","","","locally slumped siltstone lens","siltstone","","","","","","terrestrial indet.","",""
"1625944","occ","","","230098","Corythosaurus sp.","genus","","","Corythosaurus","genus","38760","Late Campanian","","83.6","72.2","84647","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","-109.459442","47.602222","Judith River","Montana","Coal Ridge","","not reported","","","","","","terrestrial indet.","",""
"1625949","occ","","","230102","Corythosaurus sp.","genus","","","Corythosaurus","genus","38760","Late Campanian","","83.6","72.2","84647","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Corythosaurus","-109.667221","48.540833","Judith River","Montana","Coal Ridge","","not reported","","","","","","terrestrial indet.","",""
"1626123","occ","","","230157","Naomichelys speciosa","species","","","Naomichelys speciosa","species","65856","Aptian","Early Albian","121.4","110.1","84703","Chordata","Reptilia","Testudinata","Helochelydridae","Naomichelys","-108.676109","45.453609","Cloverly","","Little Sheep Mudstone","","mudstone","","","","","","fluvial indet.","",""
"1626734","occ","","","144502","Cristomylus leptostemma n. sp.","species","","","Cristomylus leptostemma","species","472890","Lancian","","72.2","66","84871","Chordata","Chondrichthyes","Batoidea","NO_FAMILY_SPECIFIED","Cristomylus","-106.916664","47.599998","Hell Creek","Montana","Lower","""silty sandstone?""","sandstone","","silty","","","","crevasse splay","",""
"1626735","occ","","","14549","Cristomylus leptostemma","species","","","Cristomylus leptostemma","species","472890","Lancian","","72.2","66","84871","Chordata","Chondrichthyes","Batoidea","NO_FAMILY_SPECIFIED","Cristomylus","-106.400002","47.516701","Hell Creek","Montana","Upper","","sandstone","","silty","","","","terrestrial indet.","",""
"1626736","occ","","","144502","Cantioscyllium estesi","species","516962","","Cantioscyllium estesi","species","156489","Lancian","","72.2","66","84871","Chordata","Chondrichthyes","Orectolobiformes","Ginglymostomatidae","Cantioscyllium","-106.916664","47.599998","Hell Creek","Montana","Lower","""silty sandstone?""","sandstone","","silty","","","","crevasse splay","",""
"1626737","occ","","","14549","Cantioscyllium estesi","species","516962","","Cantioscyllium estesi","species","156489","Lancian","","72.2","66","84871","Chordata","Chondrichthyes","Orectolobiformes","Ginglymostomatidae","Cantioscyllium","-106.400002","47.516701","Hell Creek","Montana","Upper","","sandstone","","silty","","","","terrestrial indet.","",""
"1626738","occ","","","85499","Restesia americana","species","441691","","Restesia americana","species","67743","Maastrichtian","","72.2","66","84871","Chordata","Chondrichthyes","Orectolobiformes","Orectolobidae","Restesia","-106.896561","47.613911","Hell Creek","","","""a medium-grained sanstone that fines upward. The fossil horizon is underlain by a clay-domminated mudstone and is capped by a medium-grained sandstone unit. Mudstone clasts, iron concretions, vertebrate fossils, and well-rounded, pebble-sized bone fragments are interbedded within the 40-cm-thick fossil-bearing sandstone. Shell hash is found throughout the unit."" Unit is massive.","sandstone","","","","","","channel lag","","""bioclast accumulation in a basal channel lag."""
"1626740","occ","","","144502","Galagadon nordquistae","species","","","Galagadon nordquistae","species","517349","Lancian","","72.2","66","84871","Chordata","Chondrichthyes","Orectolobiformes","NO_FAMILY_SPECIFIED","Galagadon","-106.916664","47.599998","Hell Creek","Montana","Lower","""silty sandstone?""","sandstone","","silty","","","","crevasse splay","",""
"1626742","occ","","","14568","Restesia monocuspilatus","species","","","Restesia monocuspilatus","species","472888","Lancian","","72.2","66","84871","Chordata","Chondrichthyes","Orectolobiformes","Orectolobidae","Restesia","-107.183327","47.516701","Hell Creek","","","","sandstone","","silty","","","","terrestrial indet.","",""
"1626743","occ","","","14549","Galagadon nordquistae","species","","","Galagadon nordquistae","species","517349","Lancian","","72.2","66","84871","Chordata","Chondrichthyes","Orectolobiformes","NO_FAMILY_SPECIFIED","Galagadon","-106.400002","47.516701","Hell Creek","Montana","Upper","","sandstone","","silty","","","","terrestrial indet.","",""
"1626744","occ","","","14549","Restesia monocuspilatus","species","","","Restesia monocuspilatus","species","472888","Lancian","","72.2","66","84871","Chordata","Chondrichthyes","Orectolobiformes","Orectolobidae","Restesia","-106.400002","47.516701","Hell Creek","Montana","Upper","","sandstone","","silty","","","","terrestrial indet.","",""
"1628016","occ","","","116659","Fubarichthys sp.","genus","461265","species not entered","Fubarichthyiformes","order","461273","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","Fubarichthyiformes","","","-108.889999","46.959999","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628017","occ","","","116659","Fubarichthys <rio>","species","479608","species not entered","Fubarichthyiformes","order","461273","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","Fubarichthyiformes","","","-108.889999","46.959999","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628018","occ","","","116656","Fubarichthys sp.","genus","461265","species not entered","Fubarichthyiformes","order","461273","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","Fubarichthyiformes","","","-108.904999","46.950001","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628019","occ","","","116656","Tarrasiidae indet.","family","","","Tarrasiidae","family","355180","Arnsbergian","","326.9","323.6","84604","Chordata","Osteichthyes","NO_ORDER_SPECIFIED","Tarrasiidae","","-108.904999","46.950001","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628020","occ","","","116655","Fubarichthys sp.","genus","461265","species not entered","Fubarichthyiformes","order","461273","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","Fubarichthyiformes","","","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628021","occ","","","116655","Fubarichthys <rio>","species","479608","species not entered","Fubarichthyiformes","order","461273","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","Fubarichthyiformes","","","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628022","occ","","","116655","Lineagruan sp.","genus","","","Lineagruan","genus","199095","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lineagruan","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628023","occ","","","116655","Yogoniscus sp.","genus","461271","species not entered","Fubarichthyiformes","order","461273","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","Fubarichthyiformes","","","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628024","occ","","","116654","Apholidotos ossuosus","genus","461381","species not entered","Tarrasiidae","family","355180","Arnsbergian","","326.9","323.6","84604","Chordata","Osteichthyes","NO_ORDER_SPECIFIED","Tarrasiidae","","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628025","occ","","","116654","Fubarichthys <rio>","species","479608","species not entered","Fubarichthyiformes","order","461273","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","Fubarichthyiformes","","","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628026","occ","","","116654","Fubarichthys sp.","genus","461265","species not entered","Fubarichthyiformes","order","461273","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","Fubarichthyiformes","","","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628027","occ","","","116654","Kalops sp.","genus","","","Kalops","genus","218884","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Kalops","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628028","occ","","","116654","Lineagruan sp.","genus","","","Lineagruan","genus","199095","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lineagruan","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628029","occ","","","116654","Rhadinichthys sp.","genus","","","Rhadinichthys","genus","35046","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","Palaeonisciformes","Rhadinichthyidae","Rhadinichthys","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628030","occ","","","116654","Tarrasiidae <n. gen.>","family","","","Tarrasiidae","family","355180","Arnsbergian","","326.9","323.6","84604","Chordata","Osteichthyes","NO_ORDER_SPECIFIED","Tarrasiidae","","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628031","occ","","","116654","Yogoniscus lojo","genus","461271","species not entered","Fubarichthyiformes","order","461273","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","Fubarichthyiformes","","","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
